amount_requested,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,address_zip,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,flgGood,monthly_income_after_rent,pays_rent,year_month,SAMPLE_WEIGHT
700,1,875,0,2011-04-07 10:28:30,8,1,13,77.39,500,6,83,default,1 year or more,3+ years,1-2 years,Bi-weekly,2138,546,509,540,667,578,0,1263,1,2011-04,3.0
300,0,0,1,2011-04-07 15:14:43,4,1,8,65.09,300,4,84,default,1 year or more,3+ years,3+ years,Bi-weekly,2400,674,617,657,666,621,0,2400,0,2011-04,3.0
500,1,1200,1,2011-04-07 17:23:17,8,1,8,144.85,500,8,84,324377516,1 year or more,0-12 months,3+ years,Monthly,3500,765,582,590,680,616,0,2300,1,2011-04,3.0
500,1,1100,1,2011-04-07 18:07:14,5,1,10,92.17,500,5,84,default,1 year or more,1-2 years,3+ years,Bi-weekly,3000,530,612,641,674,622,0,1900,1,2011-04,3.0
500,1,0,1,2011-04-07 19:50:33,6,1,12,84.03,500,6,84,324079555,1 year or more,0-12 months,3+ years,Semi-monthly,2000,655,616,659,704,611,0,2000,0,2011-04,3.0
500,1,450,1,2011-04-08 09:42:05,5,1,10,92.17,500,5,57,default,1 year or more,3+ years,0-12 months,Bi-weekly,1000,529,518,543,652,583,0,550,1,2011-04,3.0
700,1,795,1,2011-04-08 09:42:24,5,1,10,92.17,500,5,84,124001545,1 year or more,1-2 years,0-12 months,Bi-weekly,1000,530,539,564,675,601,1,205,1,2011-04,3.0
600,1,200,1,2011-04-08 09:59:34,6,1,13,77.39,500,6,84,124001545,1 year or more,0-12 months,0-12 months,Bi-weekly,700,538,562,603,622,598,0,500,1,2011-04,3.0
300,0,1395,1,2011-04-08 16:47:25,5,1,10,55.3,300,5,84,default,1 year or more,1-2 years,0-12 months,Bi-weekly,3000,597,566,559,667,608,1,1605,1,2011-04,3.0
500,1,0,1,2011-04-08 17:55:05,5,1,10,92.17,500,5,84,default,1 year or more,3+ years,0-12 months,Bi-weekly,1500,548,640,674,727,589,0,1500,0,2011-04,3.0
800,0,2140,1,2011-04-09 10:59:36,5,1,5,193.91,500,5,83,default,1 year or more,3+ years,1-2 years,Monthly,5965,543,572,581,680,619,1,3825,1,2011-04,3.0
800,1,650,0,2011-04-10 09:31:36,8,1,16,113.77,800,8,84,default,1 year or more,3+ years,1-2 years,Semi-monthly,1600,670,563,554,680,622,1,950,1,2011-04,3.0
500,0,1300,1,2011-04-10 17:55:45,5,1,10,92.17,500,5,57,default,1 year or more,3+ years,1-2 years,Bi-weekly,2400,762,565,614,645,607,0,1100,1,2011-04,3.0
500,0,500,1,2011-04-10 20:02:52,5,1,5,193.91,500,5,83,default,1 year or more,3+ years,3+ years,Monthly,1800,492,581,644,677,615,1,1300,1,2011-04,3.0
800,1,1300,1,2011-04-10 21:15:39,8,1,13,77.39,500,6,84,default,1 year or more,1-2 years,3+ years,Bi-weekly,18500,639,514,503,649,562,0,17200,1,2011-04,3.0
600,0,0,0,2011-04-10 22:00:20,8,1,8,173.82,600,8,84,124002971,1 year or more,3+ years,0-12 months,Monthly,3429,734,602,650,693,626,0,3429,0,2011-04,3.0
800,1,750,1,2011-04-11 07:10:55,8,1,17,105.88,800,8,83,default,1 year or more,1-2 years,3+ years,Bi-weekly,1492,574,591,637,668,629,0,742,1,2011-04,3.0
500,1,800,1,2011-04-11 08:26:59,5,1,10,94.7,500,5,84,124001545,1 year or more,1-2 years,0-12 months,Semi-monthly,3500,556,547,563,672,585,0,2700,1,2011-04,3.0
800,0,120,1,2011-04-11 10:08:08,8,1,6,171.75,500,6,83,default,1 year or more,3+ years,3+ years,Monthly,1194,493,603,687,717,591,0,1074,1,2011-04,3.0
300,1,250,1,2011-04-11 14:32:57,5,1,5,116.34,300,5,84,124002971,1 year or more,3+ years,0-12 months,Monthly,782,572,577,604,647,577,1,532,1,2011-04,3.0
500,0,0,1,2011-04-11 16:35:57,5,1,5,193.91,500,5,84,124002971,1 year or more,3+ years,0-12 months,Monthly,2419,660,701,738,789,641,1,2419,0,2011-04,3.0
500,0,1803,1,2011-04-12 06:16:55,6,1,6,171.75,500,6,57,default,1 year or more,3+ years,1-2 years,Monthly,4175,765,555,585,680,605,0,2372,1,2011-04,3.0
700,1,443,1,2011-04-12 09:37:27,8,1,6,171.75,500,6,83,123103729,1 year or more,0-12 months,0-12 months,Monthly,1368,460,543,568,680,596,1,925,1,2011-04,3.0
400,1,500,1,2011-04-12 11:49:37,5,1,5,155.12,400,5,84,124002971,1 year or more,3+ years,3+ years,Monthly,2800,573,619,654,711,623,1,2300,1,2011-04,3.0
800,0,400,1,2011-04-12 18:18:25,8,1,12,84.03,500,6,84,124002971,1 year or more,3+ years,3+ years,Semi-monthly,2830,661,581,629,656,611,0,2430,1,2011-04,3.0
500,1,650,0,2011-04-13 10:21:18,8,1,6,171.75,500,6,83,123103729,1 year or more,0-12 months,1-2 years,Monthly,1800,521,517,554,596,585,0,1150,1,2011-04,3.0
600,1,600,1,2011-04-13 12:38:09,6,1,6,171.75,500,6,84,124001545,0-12 months,0-12 months,3+ years,Monthly,1200,576,602,643,640,614,1,600,1,2011-04,3.0
300,1,350,1,2011-04-13 13:24:24,8,1,6,103.05,300,6,84,124002971,1 year or more,1-2 years,3+ years,Monthly,1213,596,554,560,652,610,1,863,1,2011-04,3.0
500,1,595,1,2011-04-13 14:54:37,5,1,10,92.17,500,5,83,default,1 year or more,1-2 years,1-2 years,Bi-weekly,3000,677,631,649,699,594,1,2405,1,2011-04,3.0
800,1,0,0,2011-04-13 14:59:40,8,1,6,171.75,500,6,83,123103729,1 year or more,3+ years,0-12 months,Monthly,1500,548,517,537,594,583,0,1500,0,2011-04,3.0
600,1,0,1,2011-04-13 16:16:26,8,1,6,171.75,500,6,83,default,0-12 months,3+ years,0-12 months,Monthly,727,454,538,554,663,606,0,727,0,2011-04,3.0
400,1,350,0,2011-04-14 03:06:24,8,1,13,61.91,400,6,84,124001545,1 year or more,1-2 years,0-12 months,Bi-weekly,1800,513,536,569,633,578,0,1450,1,2011-04,3.0
800,1,0,1,2011-04-14 07:11:20,6,1,13,77.39,500,6,84,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,1700,567,548,556,661,579,1,1700,0,2011-04,3.0
800,0,590,0,2011-04-14 08:29:38,5,1,5,193.91,500,5,83,124103799,1 year or more,1-2 years,0-12 months,Monthly,2500,716,515,524,634,581,1,1910,1,2011-04,3.0
500,1,400,1,2011-04-14 08:42:39,5,1,5,193.91,500,5,83,default,1 year or more,0-12 months,0-12 months,Monthly,1750,523,552,590,586,569,1,1350,1,2011-04,3.0
800,1,700,0,2011-04-14 10:28:54,8,1,13,77.39,500,6,83,default,1 year or more,0-12 months,0-12 months,Bi-weekly,2240,576,599,614,594,581,0,1540,1,2011-04,3.0
400,1,550,1,2011-04-14 15:26:30,8,1,8,115.88,400,8,83,default,1 year or more,3+ years,3+ years,Monthly,2289,614,551,592,680,615,0,1739,1,2011-04,3.0
800,0,0,1,2011-04-14 16:09:38,5,1,10,151.51,800,5,84,124302150,1 year or more,3+ years,0-12 months,Semi-monthly,1340,638,521,547,680,572,1,1340,0,2011-04,3.0
800,1,1200,1,2011-04-14 16:12:59,8,1,12,84.03,500,6,84,124302150,1 year or more,0-12 months,0-12 months,Semi-monthly,5400,546,621,613,631,617,0,4200,1,2011-04,3.0
800,0,1600,1,2011-04-14 16:39:59,5,1,10,151.51,800,5,84,124000054,1 year or more,3+ years,3+ years,Semi-monthly,2600,597,620,665,705,646,1,1000,1,2011-04,3.0
500,1,600,1,2011-04-14 16:41:07,5,1,10,92.17,500,5,84,default,1 year or more,1-2 years,3+ years,Bi-weekly,1800,514,570,591,581,601,0,1200,1,2011-04,3.0
500,0,0,1,2011-04-15 08:16:25,5,1,10,94.7,500,5,83,124000054,1 year or more,3+ years,3+ years,Semi-monthly,4000,460,573,633,678,602,1,4000,0,2011-04,3.0
500,1,1200,1,2011-04-15 10:27:54,5,1,5,193.91,500,5,84,default,1 year or more,3+ years,3+ years,Monthly,5000,550,614,667,692,640,0,3800,1,2011-04,3.0
500,1,0,1,2011-04-15 13:10:44,5,1,5,193.91,500,5,83,default,1 year or more,1-2 years,0-12 months,Monthly,1058,541,546,627,656,596,1,1058,0,2011-04,3.0
800,1,450,1,2011-04-16 10:54:44,6,1,13,77.39,500,6,83,default,1 year or more,3+ years,1-2 years,Bi-weekly,1050,598,530,532,658,587,0,600,1,2011-04,3.0
700,0,350,1,2011-04-16 13:24:28,8,1,6,171.75,500,6,84,324377516,0-12 months,3+ years,3+ years,Monthly,1091,492,566,629,648,610,1,741,1,2011-04,3.0
800,1,500,0,2011-04-16 16:58:10,8,1,12,84.03,500,6,84,324377516,1 year or more,0-12 months,0-12 months,Semi-monthly,2400,732,579,590,680,613,1,1900,1,2011-04,3.0
500,0,490,1,2011-04-16 18:37:23,5,1,10,92.17,500,5,57,default,1 year or more,3+ years,0-12 months,Bi-weekly,1000,534,538,574,669,594,0,510,1,2011-04,3.0
300,1,0,1,2011-04-16 18:45:43,3,1,6,83.09,300,3,84,124002971,1 year or more,3+ years,3+ years,Semi-monthly,1600,616,583,591,680,622,0,1600,0,2011-04,3.0
800,1,529,1,2011-04-16 21:48:37,8,1,8,231.76,800,8,84,324079555,1 year or more,0-12 months,3+ years,Monthly,2050,583,612,649,659,628,1,1521,1,2011-04,3.0
800,1,900,1,2011-04-17 11:24:27,8,1,13,77.39,500,6,84,124001545,1 year or more,0-12 months,0-12 months,Bi-weekly,3626,573,543,556,657,588,1,2726,1,2011-04,3.0
500,1,650,1,2011-04-17 12:06:13,5,1,10,94.7,500,5,83,default,1 year or more,1-2 years,3+ years,Semi-monthly,1800,329,571,616,650,618,0,1150,1,2011-04,3.0
600,1,375,1,2011-04-17 21:15:49,5,1,10,92.17,500,5,83,123103729,1 year or more,3+ years,0-12 months,Bi-weekly,960,583,525,567,680,604,1,585,1,2011-04,3.0
